"dependent_var","independent_var","moderator","meta_estimate","meta_ci_lower","meta_ci_upper","meta_p","i_squared_original","moderator_estimate","moderator_se","moderator_z","moderator_p","moderator_ci_lower","moderator_ci_upper","i_squared_with_moderator","tau_squared","residual_tau_squared","tau_squared_reduction","i_squared_reduction","QE","QE_p","QM","QM_p","k","meta_significance","moderator_significance","fdr_p","fdr_significance"
"Children..ages.0.14..newly.infected.with.HIV","publication_count","Multidimensional.Poverty.Index",-24.2139400623589,-72.5300987170653,24.1022185923476,0.325977683085284,99.999142147259,-265.1059184074,94.1327949286718,-2.81629711099391,0.00485807165686728,-449.602806231692,-80.6090305831089,99.9970863903288,2333.4706518356,541.004329828273,76.8154645783654,0.00205577456572267,51.8593401683875,5.48134786638047e-12,7.93152941739262,0.00485807165686727,4,"ns","p<0.01",0.0518194310065843,"p<0.10"
"publication_count","Political.corruption.index","Lifespan.Inequality.in.wome",2929.99167007143,-3797.27467380952,9657.25801395239,0.393303293046644,89.4526906828826,-112088.909683375,39955.2654920737,-2.80536015223354,0.00502603861581088,-190399.791040576,-33778.0283261749,6.90783334516718,25993621.6852352,1413706.61935602,94.561332635848,92.2776684609119,5.83327455487548,0.0541153566080552,7.87004558373979,0.00502603861581089,4,"ns","p<0.01",0.0123366402388085,"p<0.05"
"HEALTHCARE.ACCESS.AND.QUALITY","publication_count","Functioning.government.index",0.0579548269860356,-0.018071232596554,0.133980886568625,0.135153478318912,99.9663206670746,-0.0379106095090554,0.0135145668424399,-2.80516645121058,0.00502906017629231,-0.0643986737868968,-0.011422545231214,99.0736522799245,0.0057249670852466,0.00129093228808576,77.4508347582901,0.892969133197386,133.395378732245,1.08034272710318e-29,7.86895881899738,0.00502906017629231,4,"ns","p<0.01",0.0321859851282708,"p<0.05"
"publication_count","Rigorous.and.impartial.public.administration.index","LGBT..legal.equality.index",-1057.01897867949,-1953.1510497546,-160.886907604391,0.0207861846447237,98.1977075713827,-27.0640090302667,9.65238350218954,-2.80386797977178,0.00504935759577699,-45.9823330595267,-8.14568500100658,89.5388576439651,805267.718500972,218127.137657993,72.9124696487222,8.8177719638956,11.1057518141769,0.00387629333850493,7.8616756479895,0.00504935759577699,4,"p<0.05","p<0.01",0.0313060170938173,"p<0.05"
"DEATH.RATE","publication_count","Multidimensional.Poverty.Index",-81.8990287699618,-241.573275816064,77.7752182761404,0.314756556771195,99.9964979258554,-887.673362310543,316.727564672908,-2.80264006458441,0.00506862019905909,-1508.44798198052,-266.898742640562,99.9856293814122,24889.64762869,4637.37580282375,81.3682544967881,0.010868925080985,13.7456847450056,0.00103552951696075,7.8547913316137,0.00506862019905909,4,"ns","p<0.01",0.0810979231849454,"p<0.10"
"publication_count","Elderly.Literacy.Rate","Human.rights.index",3205.14204300847,-292.737785134401,6703.02187115134,0.0725049388840773,95.6320067771511,24496.4290731985,8750.49948592019,2.79943209100395,0.00511925832459595,7345.76523405868,41647.0929123383,65.5703864494815,9660147.41464106,2188269.80298126,77.3474491738637,31.4346852489684,5.96719835477328,0.0506103500386715,7.83682003214272,0.00511925832459595,4,"p<0.10","p<0.01",0.0114198839548679,"p<0.05"
"publication_count","State.capacity.index","higher.education.institutions.offering.disciplines.related.to.research.for.health.in.2023.by.region",-1874.10206848749,-5356.41009423109,1608.20595725611,0.291512331455214,98.1762150724309,-2025.24221341441,723.758331382349,-2.79822991404642,0.00513835226239598,-3443.78247643462,-606.7019503942,89.157395967601,10543310.6713637,2019868.96456566,80.8421754084155,9.18635852703849,21.165393750705,2.535088606325e-05,7.83009065186422,0.00513835226239598,4,"ns","p<0.01",0.0398222300335689,"p<0.05"
"drugs.pipeline.for.neglected.tropical.diseases.by.region","publication_count","Human.rights.index",-0.00233832272157788,-0.00838397523038402,0.00370732978722826,0.448409026538458,98.7831109779291,0.0298239588423002,0.0107260031510361,2.78052862956871,0.00542704741444469,0.00880137896820625,0.0508465387163942,93.3077874430648,3.1960920694538e-05,7.03328954620965e-06,77.994095935379,5.54277293016987,30.2724498019535,2.66944543870979e-07,7.73133945985126,0.00542704741444469,4,"ns","p<0.01",0.0434163793155576,"p<0.05"
"publication_count","LGBT..legal.equality.index","Human.Development.Index",-59.3967494113697,-138.607600069748,19.814101247008,0.141645408913774,98.7094646747633,-402.339144997218,145.067172296425,-2.773467895101,0.00554623126601082,-686.665578037277,-118.012711957159,55.427438613628,5074.68233391562,952.36257681722,81.2330602360606,43.8478986830136,4.99998893806435,0.0820854526346407,7.69212416515595,0.00554623126601083,4,"ns","p<0.01",0.0151260852709386,"p<0.05"
"Prevalence.of.severe.food.insecurity.in.the.population....","publication_count","higher.education.institutions.offering.disciplines.related.to.research.for.health.in.2023.by.income",0.000455466785166396,-0.000435612574163708,0.0013465461444965,0.316431960959933,72.0711129427597,0.000124210718251255,4.48117596983581e-05,2.77183308772866,0.00557416106769876,3.63812831586093e-05,0.0002120401533439,87.298178941421,4.2844225073664e-07,7.63102414799014e-07,0,0,14.3024424789357,0.000783906159363045,7.68305866622739,0.00557416106769875,4,"ns","p<0.01",0.00775535452897219,"p<0.01"
"publication_count","Youth.Literacy.Rate","Gini.Coefficient",2983.1075228834,-8887.76585305129,14853.9808988181,0.622343407046466,99.9387660594028,-257973.515070468,93296.524949033,-2.76509243202141,0.00569066682875582,-440831.343853315,-75115.6862876209,95.0038450317337,138364170.541261,34981187.4101707,74.7180304891583,4.93794472580922,61.2548217852275,4.996713564883e-14,7.64573615762209,0.00569066682875583,4,"ns","p<0.01",0.0882053358457152,"p<0.10"
"Children..0.14..living.with.HIV","publication_count","Multidimensional.Poverty.Index",-116.374465139303,-357.239337999983,124.490407721377,0.343658399505509,99.9988348054797,-1314.68254819477,475.829259629346,-2.7629291843441,0.00572851936532185,-2247.29075985864,-382.074336530891,99.9953318528218,58155.0831888158,14474.9937068085,75.1096672670699,0.00350299347454207,28.5929211361192,6.18195820480629e-07,7.63377767770038,0.00572851936532186,4,"ns","p<0.01",0.0611042065634331,"p<0.10"
"Tuberculosis.treatment.success.rate....of.new.cases.","publication_count","Multidimensional.Poverty.Index",0.011146025347163,0.00100906422322802,0.0212829864710979,0.0311567625676423,92.6565141583134,0.162334109742456,0.0590006724201496,2.75139423134806,0.00593421796763289,0.0466949167353174,0.277973302749595,85.2019088513357,6.81364979922525e-05,2.2463078642965e-05,67.0322377802288,8.04541955273718,11.4212042156685,0.00331067855916579,7.57017021629539,0.00593421796763288,4,"p<0.05","p<0.01",0.0632983249880841,"p<0.10"
"Incidence.of.malaria..per.1.000.population.at.risk.","publication_count","Multidimensional.Poverty.Index",-0.487755530328778,-1.45485102886864,0.479339968211083,0.322903090523704,99.9999371792339,-5.36167578306994,1.95137441138902,-2.74764071506575,0.00600257453790241,-9.18629934974548,-1.53705221639441,99.9996976112702,0.920614340927576,0.199980879828424,78.2774533332892,0.000239568114173383,29.4575394145856,4.01214472975663e-07,7.54952949908704,0.0060025745379024,4,"ns","p<0.01",0.0726818525300089,"p<0.10"
"OUT.OF.POCKED.EXPENDITURE.ON.HEALTH","publication_count","Functioning.government.index",-0.000300861993665409,-0.000726586236427532,0.000124862249096715,0.16601613011388,99.9754035922021,0.000209009736336395,7.61199729660936e-05,2.7457936227788,0.00603647233125682,5.98173308186888e-05,0.000358202141854101,98.0761261590119,1.77544930159863e-07,3.59924753630228e-08,79.7276805760577,1.89974470214427,72.4332328827565,1.86776970234997e-16,7.53938261889274,0.00603647233125682,4,"ns","p<0.01",0.0386334229200436,"p<0.05"
"Healthy.life.expectancy","publication_count","Percentage.of.territory.effectively.controlled.by.government",0.0342403684044628,-0.0251968886455272,0.0936776254544528,0.258860747007533,99.9971216647148,-0.912526970336126,0.332926781520209,-2.74092389374429,0.00612666967987792,-1.56505147160457,-0.260002469067681,99.9491808569383,0.00355675957851147,0.000926789360891845,73.9428729877853,0.0479421877134041,89.7470099934553,3.2485114081504e-20,7.51266379129835,0.00612666967987793,4,"ns","p<0.01",0.0393243758333625,"p<0.05"
"Healthy.life.expectancy","publication_count","LGBT..legal.equality.index",0.0342403684044628,-0.0251968886455272,0.0936776254544528,0.258860747007533,99.9971216647148,-0.00190142951619311,0.000693959359380062,-2.73997243569382,0.00614443372396289,-0.00326156486731252,-0.000541294165073704,99.9766351648782,0.00355675957851147,0.000926826330209221,73.941833577711,0.0204870895237628,50.9263371316058,8.73949624492286e-12,7.50744894836194,0.0061444337239629,4,"ns","p<0.01",0.0393243758333625,"p<0.05"
"publication_count","Multidimensional.Poverty.Index","NURSES.AND.MIDWIVES..PER.1.000.PEOPLE.",-13718.243987218,-31868.5172914039,4432.02931696788,0.138508095704228,97.2905837186367,-6833.98382406821,2500.40398242311,-2.73315187150097,0.00627313994978417,-11734.685576418,-1933.28207171839,36.8601446939174,240398357.250025,3044037.84854231,98.7337526415056,62.1133481935759,4.43958899883083,0.108631430353778,7.47011915268925,0.00627313994978416,4,"ns","p<0.01",0.0243084173054136,"p<0.05"
"publication_count","Human.rights.index","CHARGES.FOR.THE.USE.OF.INTELLECTUAL.PROPERTY..PAYMENTS..BOP..CURRENT.US..",-6861.15979389806,-14682.9368950986,960.617307302459,0.0855680268035816,99.6865941113499,-4.62835383660035e-07,1.69746580347981e-07,-2.72662567169967,0.00639855816041611,-7.95532567640912e-07,-1.30138199679158e-07,98.8022401184616,56745155.5757412,10748642.1617613,81.0580444221103,0.88713432410026,242.769732186431,1.91965183847471e-53,7.43448755357167,0.00639855816041611,4,"p<0.10","p<0.01",0.0137111960580345,"p<0.05"
"publication_count","Private.civil.liberties.index","Percentage.of.territory.effectively.controlled.by.government",-7128.55455526563,-14524.6564336201,267.547323088876,0.0588832464456464,99.6915201043854,-101812.352758182,37347.6321656241,-2.72607249387803,0.00640929197045774,-175012.366710655,-28612.3388057094,89.3848338492729,53052239.5128491,11244048.1862386,78.8057049250195,10.3385786918693,6.65389195705795,0.0359025850710935,7.43147124187839,0.00640929197045773,4,"p<0.10","p<0.01",0.0141920036488707,"p<0.05"
"Child.mortality.rate","publication_count","LGBT..legal.equality.index",-0.000168163348996374,-0.000464423648524734,0.000128096950531986,0.265916667746969,99.9984902809279,9.35190564323509e-06,3.43295998333623e-06,2.72415224431095,0.0064466781596024,2.62342771552885e-06,1.60803835709413e-05,99.979694735346,8.71110838070194e-08,1.96741775118544e-08,77.4148401649561,0.0187958293461439,112.221910984963,4.27879673065414e-25,7.4210054501844,0.00644667815960239,4,"ns","p<0.01",0.0460562854806948,"p<0.05"
"NUMBER.OF.DEATHS","publication_count","Lifespan.Inequality.in.man",1169.54717540771,55.5134152711166,2283.5809355443,0.0396255734968412,99.8337702738665,149435.150050878,54880.3399027046,2.72292683164511,0.00647063869642048,41871.6603822607,256998.639719496,99.3875313976022,1267645.37038105,387147.524137378,69.459319366188,0.446981893040957,493.122137577282,8.31550009635737e-108,7.41433053049288,0.0064706386964205,4,"p<0.05","p<0.01",0.0375244814572708,"p<0.05"
"Share.of.people.practicing.open.defecation","publication_count","Lifespan.Inequality.in.wome",-0.000859398969344939,-0.00220057054587137,0.000481772607181497,0.209148539369138,99.9996282015128,-0.0197718326434782,0.00727609565176187,-2.71736843353489,0.00658033114739133,-0.0340327180689999,-0.00551094721795641,99.9884049099262,1.83251829208856e-06,5.20168401107178e-07,71.6145588640029,0.0112233333148434,312.072780330728,1.71497097835196e-68,7.38409120357185,0.00658033114739134,4,"ns","p<0.01",0.0350950994527537,"p<0.05"
"Dengue.fever.deaths","publication_count","higher.education.institutions.offering.disciplines.related.to.research.for.health.in.2023.by.region",0.037438222852558,-0.0308919743446042,0.10576842004972,0.282882134459741,97.9093489185348,-0.0367557043241543,0.0135612575646613,-2.71034630445589,0.00672129909658429,-0.0633352807359619,-0.0101761279123468,83.2404341216123,0.00441941355798756,0.00110601765584645,74.9736556370141,14.9821390489766,11.738062470364,0.00282560935945557,7.34597709007772,0.00672129909658431,4,"ns","p<0.01",0.107540785545349,"ns"
"Incidence.of.malaria..per.1.000.population.at.risk.","publication_count","Functioning.government.index",-0.487755530328778,-1.45485102886864,0.479339968211083,0.322903090523704,99.9999371792339,0.478651097949251,0.17689791534362,2.70580406230046,0.00681392367468834,0.13193755493554,0.825364640962962,99.9645249961979,0.920614340927576,0.210162787139011,77.1714628160952,0.0354122052821633,75.0238670074582,5.11415956082694e-17,7.32137562356168,0.00681392367468834,4,"ns","p<0.01",0.0726818525300089,"p<0.10"
"Life.expectancy.at.birth","publication_count","LGBT..legal.equality.index",0.0267612929286983,-0.0184491312650708,0.0719717171224673,0.245985068616448,99.9889656619562,-0.00144921192046438,0.000535635349021406,-2.70559425010328,0.00681822970969413,-0.00249903791339288,-0.000399385927535885,99.9384943341106,0.00204281082790186,0.000520965447306227,74.4976167058354,0.0504768976371898,34.2875728572278,3.58548702409169e-08,7.32024024619196,0.00681822970969413,4,"ns","p<0.01",0.0448757307392774,"p<0.05"
"publication_count","PHYSICIANS..PER.1.000.PEOPLE.","Sex.ratio",155.609900767888,-80.0888842979232,391.3086858337,0.195671908229019,60.3269047365061,154.36146847661,57.1934569438104,2.69893580009096,0.00695615941340776,42.2643527153999,266.458584237821,0,32656.7749692388,0,100,100,0.116491807635059,0.943417928840611,7.28425445301261,0.00695615941340777,4,"ns","p<0.01",0.0958376769808989,"p<0.10"
"Life.expectancy.at.birth","publication_count","Percentage.of.territory.effectively.controlled.by.government",0.0267612929286983,-0.0184491312650708,0.0719717171224673,0.245985068616448,99.9889656619562,-0.695638450294894,0.257999168401399,-2.69628175394972,0.00701183292801209,-1.20130752840292,-0.189969372186867,99.8961371434359,0.00204281082790186,0.000525978611246297,74.2522115086632,0.0928387626632998,62.7833242413209,2.32688201696122e-14,7.26993529668219,0.00701183292801208,4,"ns","p<0.01",0.0448757307392774,"p<0.05"
"Share.of.deaths.attributed.to.unsafe.sanitation","publication_count","higher.education.institutions.offering.disciplines.related.to.research.for.health.in.2023.by.region",-6.18562783874037e-05,-0.000147753645870133,2.40410890953258e-05,0.158124873036972,99.9987245946222,4.69360682730656e-05,1.74121653167708e-05,2.69559054943376,0.00702639774253809,1.28088513593375e-05,8.10632851867938e-05,99.996839216868,7.43740590454102e-09,2.02875280603416e-09,72.7223062439624,0.00188540180069381,67.3800409557739,2.33673794694183e-15,7.26620841019663,0.00702639774253807,4,"ns","p<0.01",0.0321206753944598,"p<0.05"
"NUMBER.OF.DEATHS","publication_count","Elderly.Literacy.Rate",1169.54717540771,55.5134152711166,2283.5809355443,0.0396255734968412,99.8337702738665,3559.87217756498,1320.84717497079,2.69514312103797,0.00703584027323827,971.059285540745,6148.68506958921,99.5884029697066,1267645.37038105,388977.740560355,69.314940152116,0.245775856693383,347.954027395363,2.77167926638489e-76,7.26379644287831,0.00703584027323827,4,"p<0.05","p<0.01",0.0375244814572708,"p<0.05"
"publication_count","Share.of.population.with.no.formal.education","Human.Development.Index",-22787.8168715668,-56190.2838155807,10614.650072447,0.181181576682073,99.9946070061036,-153539.539823108,57005.1494875476,-2.69343280744571,0.00707203985673256,-265267.579752023,-41811.4998941924,99.8025527186701,1131124025.04313,320373725.559338,71.6765165917927,0.192064645468128,69.7698886333186,7.07393690347069e-16,7.25458028822487,0.00707203985673256,4,"ns","p<0.01",0.0163200919770751,"p<0.05"
"CURRENT.HEALTH.EXPENDITURE....OF.GDP.","publication_count","Percentage.of.territory.effectively.controlled.by.government",-0.00776961671926037,-0.0225640340559776,0.00702480061745682,0.303329985661912,99.4437500660814,0.229893634298599,0.085422041695125,2.69126831595877,0.00711809202411557,0.0624695090902747,0.397317759506922,97.3580221694048,0.000213583837315394,4.68770895278872e-05,78.0521362865745,2.09739465304824,11.1829540885595,0.00372951513542074,7.24292514848353,0.00711809202411557,4,"ns","p<0.01",0.0555317796423027,"p<0.10"
"publication_count","Lifespan.Inequality.in.man","Private.civil.liberties.index",-21645.8029189826,-39509.5346568041,-3782.07118116113,0.0175525933837046,99.1011918058519,-94306.9874780217,35081.9190687479,-2.68819351909495,0.00718397493022782,-163066.285361317,-25547.6895947269,95.4030823179652,326976706.81851,102736031.351943,68.5800152703333,3.73164986262894,35.5240668111934,1.93217698426218e-08,7.2263843961041,0.00718397493022781,4,"p<0.05","p<0.01",0.0172623511294294,"p<0.05"
"Child.mortality.rate","publication_count","Percentage.of.territory.effectively.controlled.by.government",-0.000168163348996374,-0.000464423648524734,0.000128096950531986,0.265916667746969,99.9984902809279,0.00449109945097006,0.0016710313115831,2.68762136283088,0.00719629460635856,0.00121593826322845,0.00776626063871167,99.9540014064546,8.71110838070194e-08,2.04369996464778e-08,76.5391512155299,0.0444895461405079,201.018098665411,2.23601387160499e-44,7.22330858994494,0.00719629460635856,4,"ns","p<0.01",0.0460562854806948,"p<0.05"
"publication_count","Lifespan.Inequality.in.man","Human.rights.index",-21645.8029189826,-39509.5346568041,-3782.07118116113,0.0175525933837046,99.1011918058519,-81768.0002006425,30446.3461106125,-2.68564247097424,0.00723905047363167,-141441.742038284,-22094.2583630008,95.6903676386377,326976706.81851,102769461.502976,68.5697912542685,3.44175897893968,32.9437711608141,7.02022426104551e-08,7.21267548190064,0.00723905047363168,4,"p<0.05","p<0.01",0.0172623511294294,"p<0.05"
"Prevalence.of.anemia.among.pregnant.women....","publication_count","Functioning.government.index",-0.0263776104927022,-0.0762177087862244,0.02346248780082,0.299595761014552,99.9899420791217,0.0249246859428502,0.00929656713883978,2.68106340443864,0.00733886093621946,0.00670374917086565,0.0431456227148347,99.889581144606,0.00241170153344756,0.000500750925260162,79.2366128927931,0.100371029754506,48.1458414396738,3.50964644013366e-11,7.18810097862012,0.00733886093621946,4,"ns","p<0.01",0.081730315420999,"p<0.10"
"Prevalence.of.anemia.among.pregnant.women....","publication_count","Multidimensional.Poverty.Index",-0.0263776104927022,-0.0762177087862244,0.02346248780082,0.299595761014552,99.9899420791217,-0.278787501435709,0.104547817241177,-2.66660279279276,0.00766221707071865,-0.483697457890691,-0.0738775449807267,99.9429261725646,0.00241170153344756,0.000509097544897094,78.8905244767444,0.0470206358554575,45.7270202568082,1.17626104459107e-10,7.11077045453013,0.00766221707071865,4,"ns","p<0.01",0.081730315420999,"p<0.10"
"publication_count","Percentage.of.territory.effectively.controlled.by.government","Gini.Coefficient",-20071.0473180606,-87584.2020397666,47442.1074036455,0.560109089584211,99.7783794634361,1385560.71731792,521642.297456065,2.65615101397068,0.00790382113507883,363160.601491304,2407960.83314454,97.4937208366373,4513863424.73928,1178540796.19473,73.8906412246445,2.2897331456821,29.2614954772508,4.42534354322324e-07,7.05513820901747,0.00790382113507883,4,"ns","p<0.01",0.0434555391918752,"p<0.05"
"publication_count","PHYSICIANS..PER.1.000.PEOPLE.","Population.ages.65.",155.609900767888,-80.0888842979232,391.3086858337,0.195671908229019,60.3269047365061,1.14446134450879e-05,4.31551802231313e-06,2.65196747781244,0.00800242495015897,2.98635354672063e-06,1.99028733434551e-05,0,32656.7749692388,0,100,100,0.36781475726511,0.83201286242703,7.03293150337488,0.00800242495015898,4,"ns","p<0.01",0.0958376769808989,"p<0.10"
"Share.of.the.population.using.basic.sanitation.service","publication_count","Number.of.people.living.in.extreme.poverty",2.28186069664119e-05,-9.65820680816921e-05,0.000142219282014516,0.707981926353587,99.717060072915,9.96920361226798e-13,3.77261831734772e-13,2.64251582685329,0.00822926191364634,2.57500758285035e-13,1.73633996416856e-12,98.8015915862178,1.30561232764413e-08,3.7356007927424e-09,71.3881317321583,0.918066062143988,165.67531995767,1.05696687631898e-36,6.98288989517013,0.00822926191364633,4,"ns","p<0.01",0.131668190618341,"ns"
"publication_count","Human.rights.index","Private.civil.liberties.index",-6861.15979389806,-14682.9368950986,960.617307302459,0.0855680268035816,99.6865941113499,-43729.5761027594,16549.5586955928,-2.6423409171874,0.00823351338213541,-76166.1151061529,-11293.0370993658,96.032621136844,56745155.5757412,11152416.2107833,80.3464875589292,3.66546074432483,34.0060646790998,4.12740303621809e-08,6.98196552264275,0.00823351338213541,4,"p<0.10","p<0.01",0.0164670267642708,"p<0.05"
"DEATH.RATE","publication_count","Functioning.government.index",-81.8990287699618,-241.573275816064,77.7752182761404,0.314756556771195,99.9964979258554,79.6468020081914,30.163803649065,2.64047607970224,0.00827896367546774,20.5268332192861,138.766770797097,99.9117929785413,24889.64762869,5745.71884649662,76.9152262329597,0.0847079138480009,114.576193566841,1.31854722242159e-25,6.97211392747972,0.00827896367546775,4,"ns","p<0.01",0.0883089458716559,"p<0.10"
"publication_count","Sex.ratio","Income.inequality..Atkinson.index",-658.612332034855,-2149.08466175983,831.859997690123,0.386450642542927,99.7290911442061,21736.6164466184,8243.75492596187,2.63673734139812,0.00837076189616677,5579.15369435845,37894.0791988783,94.1040212875193,2052850.67389917,325256.454146062,84.1558639270984,5.64035006450937,15.6587470296967,0.000397874664795884,6.95238380752324,0.00837076189616675,4,"ns","p<0.01",0.0643538769024116,"p<0.10"
"CURRENT.HEALTH.EXPENDITURE....OF.GDP.","publication_count","LGBT..legal.equality.index",-0.00776961671926037,-0.0225640340559776,0.00702480061745682,0.303329985661912,99.4437500660814,0.000478475841913005,0.000182309087063414,2.62453095246192,0.0086768405691098,0.000121156597214336,0.000835795086611674,97.2052709970541,0.000213583837315394,5.07158039650074e-05,76.2548493357592,2.25100025646642,12.3509521821742,0.00207981550008137,6.88816272043065,0.00867684056910981,4,"ns","p<0.01",0.0555317796423027,"p<0.10"
"publication_count","Sex.ratio","Corruption.Perception.Index",-658.612332034855,-2149.08466175983,831.859997690123,0.386450642542927,99.7290911442061,-90.7475447609184,34.6091995040474,-2.62206425058476,0.00873989524683485,-158.580329322613,-22.914760199224,94.5895154969225,2052850.67389917,335987.50469591,83.6331249531298,5.15353703549942,16.1530829864444,0.000310743888959742,6.8752209341946,0.00873989524683487,4,"ns","p<0.01",0.0643538769024116,"p<0.10"
"Share.of.deaths.attributed.to.unsafe.sanitation","publication_count","Human.Development.Index",-6.18562783874037e-05,-0.000147753645870133,2.40410890953258e-05,0.158124873036972,99.9987245946222,0.000387977285651401,0.000148709115737448,2.60896774032597,0.00908158033205384,9.65127746332054e-05,0.000679441796669597,99.8620363937753,7.43740590454102e-09,2.18373210852563e-09,70.6385245534022,0.136689944197818,493.189294677823,8.04091356678643e-108,6.80671267006158,0.00908158033205383,4,"ns","p<0.01",0.0363263213282154,"p<0.05"
"publication_count","Population.in.year","Private.civil.liberties.index",8.60547607127435e-06,-3.17529367720559e-06,2.03862458197543e-05,0.152232245350556,99.9118132990255,6.21180732416428e-05,2.38503753992109e-05,2.60449037811363,0.00920110044350324,1.53721964414294e-05,0.000108863950041856,99.5022543555271,1.43583412122103e-10,4.78157584998579e-11,66.6982712047575,0.409920438810017,147.521624001411,9.24882085347061e-33,6.78337012968649,0.00920110044350323,4,"ns","p<0.01",0.0219410856729693,"p<0.05"
"publication_count","PHYSICIANS..PER.1.000.PEOPLE.","GDP.per.capita",155.609900767888,-80.0888842979232,391.3086858337,0.195671908229019,60.3269047365061,-8.82657896124095,3.39253871069295,-2.60176219461267,0.00927461390137732,-15.4758326503571,-2.17732527212481,0,32656.7749692388,0,100,100,0.631579743324224,0.729212662314652,6.76916651731576,0.00927461390137733,4,"ns","p<0.01",0.0958376769808989,"p<0.10"
"publication_count","Percentage.of.territory.effectively.controlled.by.government","Income.inequality..Atkinson.index",-20071.0473180606,-87584.2020397666,47442.1074036455,0.560109089584211,99.7783794634361,820489.918714485,315388.425098757,2.60152197550549,0.00928111186828988,202339.964380113,1438639.87304886,97.8290839280197,4513863424.73928,1256728631.74202,72.1584701731508,1.95362517000056,29.0421891685936,4.93820086088198e-07,6.76791658903801,0.00928111186828987,4,"ns","p<0.01",0.0434555391918752,"p<0.05"
"HEALTHCARE.ACCESS.AND.QUALITY","publication_count","Lifespan.Inequality.in.wome",0.0579548269860356,-0.018071232596554,0.133980886568625,0.135153478318912,99.9663206670746,1.10957954802171,0.426588156708824,2.60105567998475,0.00929373683722717,0.273482124641086,1.94567697140233,99.8390726679899,0.0057249670852466,0.00151432053689998,73.5488341792843,0.127290869800469,23.2705595318759,8.84834815128512e-06,6.76549065038092,0.00929373683722716,4,"ns","p<0.01",0.0495665964652116,"p<0.05"
"publication_count","RESEARCH.AND.DEVELOPMENT.EXPENDITURE....OF.GDP.","Sex.gap.in.life.expectancy",-189.530667448005,-535.8605930888,156.799258192789,0.283450878890573,77.5172895501673,311.359519849556,119.890848037888,2.59702491845884,0.00940351020045651,76.3777756193319,546.34126407978,18.7194319879608,88415.0632936117,5265.66752956543,94.0443773567418,75.8512815700993,2.34610223079743,0.309421419093879,6.74453842709614,0.00940351020045652,4,"ns","p<0.01",0.14123036533253,"ns"
"Number.of.people.requiring.preventive.treatment.for.lymphatic.filariasis","publication_count","Share.of.population.with.no.formal.education",-712.982124656665,-2309.80484177525,883.840592461923,0.381505961898581,62.9125912528601,-32419.957370773,12488.088035379,-2.59607053368992,0.00942967057202669,-56896.1601558813,-7943.75458566466,0,1140812.61226851,0,100,100,3.26218554292327,0.19571558482181,6.73958221589307,0.00942967057202666,4,"ns","p<0.01",0.226312093728641,"ns"
"publication_count","Human.Development.Index","CHARGES.FOR.THE.USE.OF.INTELLECTUAL.PROPERTY..PAYMENTS..BOP..CURRENT.US..",11224.4537840979,264.087013855666,22184.8205543401,0.0447295662696783,99.8723524260115,4.47582627718178e-07,1.72931675910709e-07,2.58820499692191,0.0096477545816315,1.08642771147036e-07,7.86522484289321e-07,99.7376741958768,124064683.349384,41846798.9477495,66.2701763160892,0.134850363352072,324.177311991025,4.03451302644574e-71,6.69880510609156,0.00964775458163149,4,"p<0.05","p<0.01",0.0175929642370927,"p<0.05"
"publication_count","Percentage.of.territory.effectively.controlled.by.government","Corruption.Perception.Index",-20071.0473180606,-87584.2020397666,47442.1074036455,0.560109089584211,99.7783794634361,-3419.20481309888,1324.24487940922,-2.58200342418865,0.00982286103074367,-6014.67708345253,-823.73254274523,97.9796006516109,4513863424.73928,1278467964.06059,71.6768576325627,1.80277412952406,29.0106305753043,5.01674021544916e-07,6.66674168252191,0.00982286103074366,4,"ns","p<0.01",0.0434555391918752,"p<0.05"
"publication_count","Elderly.Literacy.Rate","Private.civil.liberties.index",3205.14204300847,-292.737785134401,6703.02187115134,0.0725049388840773,95.6320067771511,25774.8837916598,9990.20740718549,2.58001488268613,0.00987960572682137,6194.43707549099,45355.3305078287,69.8570333963825,9660147.41464106,2699282.84122539,72.0575398556101,26.9522456438998,6.62137849251751,0.0364910137892983,6.65647679488195,0.00987960572682136,4,"p<0.10","p<0.01",0.0204648975769871,"p<0.05"
"Reported.cases.of.leprosy","publication_count","Percentage.of.territory.effectively.controlled.by.government",-0.0170292312694855,-0.0904627549391436,0.0564042924001726,0.649457786961618,91.4499116749555,1.86521033950433,0.723618203403668,2.57761666405154,0.00994842928557568,0.446944722275565,3.2834759567331,56.1832328759313,0.00393882530399667,0.00103232522183704,73.7910381354168,38.5639287705101,6.96521944745605,0.0307271170193472,6.6441076667962,0.00994842928557569,4,"ns","p<0.01",0.028940885194402,"p<0.05"
"Incidence.of.HIV..all..per.1.000.uninfected.population.","publication_count","Functioning.government.index",-0.00264407603977144,-0.00803770733588817,0.0027495552563453,0.336644080311537,99.9976654617962,0.002581188790578,0.00100368130375318,2.57172150255849,0.0101194258664602,0.000614009583265551,0.00454836799789044,99.9296184553095,2.83295869306628e-05,6.04483132483606e-06,78.6624798320183,0.0680485951070869,28.6427164758521,6.02994212610558e-07,6.61375148672167,0.0101194258664602,4,"ns","p<0.05",0.115935755430588,"ns"
