"income","dependent_var","independent_var","r_squared","adj_r_squared","p_value","estimate","std_error","t_value","n_obs"
"Lower middle income","HEALTHCARE.ACCESS.AND.QUALITY","publication_count",0.90444620105955,0.900291688062139,3.2299755424634e-13,0.0448407973056274,0.00303907919621954,14.7547314204273,25
"Lower middle income","OUT.OF.POCKED.EXPENDITURE.ON.HEALTH","publication_count",0.806988987586674,0.798597204438269,1.1042043955089e-09,-0.000235342882837863,2.39990688299535e-05,-9.80633392509502,25
"Lower middle income","Child.mortality.rate","publication_count",0.937173136478578,0.934441533716777,2.55835868548827e-15,-7.01155812837727e-05,3.78541409391028e-06,-18.5225657072948,25
"Lower middle income","Life.expectancy.at.birth","publication_count",0.861672559603146,0.855658323064152,2.3247850309111e-11,0.00971668675292151,0.000811778085647483,11.9696342198883,25
"Lower middle income","Healthy.life.expectancy","publication_count",0.880646553294854,0.875457273003326,4.21922184939111e-12,0.0108513616484759,0.000832984619223572,13.027085252295,25
"Lower middle income","Number.of.people.requiring.treatment.against.neglected.tropical.diseases","publication_count",0.571902835442624,0.553289915244477,1.22523913332068e-05,-203592.292357246,36728.8613823499,-5.54311472489814,25
"Lower middle income","Number.of.people.with.mild.or.severe.anemia.from.neglected.tropical.diseases","publication_count",0.628610744421122,0.61246338548291,2.29321232328686e-06,-6056.54605256775,970.699651174351,-6.23936152159996,25
"Lower middle income","Death.rate.from.venomous.snakes","publication_count",0.035849108348091,-0.00607049563677453,0.364690554474228,-0.000120349088022042,0.000130140421841979,-0.924763315798789,25
"Lower middle income","Deaths.from.cysticercosis","publication_count",0.936544029951367,0.933785074731861,2.86983345548567e-15,-0.0618136482598137,0.0033550006018305,-18.4243329870308,25
"Lower middle income","Deaths.from.rabies.by.world.region","publication_count",0.173132371276189,0.137181604809937,0.0385622533895659,0.0512616110419157,0.0233591582738242,2.19449735478519,25
"Lower middle income","Dengue.fever.deaths","publication_count",0.81203518157667,0.80386279816696,8.11915315444223e-10,0.107046231979379,0.0107388636624886,9.96811537456206,25
"Lower middle income","Number.of.people.requiring.preventive.treatment.for.lymphatic.filariasis","publication_count",0.0762144140977671,0.0360498234063656,0.181610522923397,-77772.6895230916,56458.6166722064,-1.37751673893522,25
"Lower middle income","Number.of.people.requiring.preventive.treatment.for.schistosomiasis","publication_count",0.203724118863712,0.169103428379525,0.0235274116386286,-8550.89558791284,3524.99286326783,-2.42579089365468,25
"Lower middle income","Reported.cases.of.leprosy","publication_count",0.579808138062297,0.561538926673701,9.82918732173068e-06,-0.0821911740052809,0.0145895847448562,-5.63355129310716,25
"Lower middle income","Antibiotic.consumption.rate","publication_count",0.571514707055877,0.55288491171048,1.23844314359654e-05,0.0307391234549623,0.00554985729076193,5.53872322196995,25
"Lower middle income","Share.of.the.population.using.safely.managed.drinking.water.sources","publication_count",0.814426340500548,0.806357920522311,6.998256291732e-10,0.000192040237172302,1.91143958598192e-05,10.0468902381579,25
"Lower middle income","Share.of.the.population.with.access.to.basic.handwashing.facilities","publication_count",0.832096815215102,0.824796676746193,2.19282954875019e-10,0.00102273100420012,9.57943821954706e-05,10.6763150485507,25
"Lower middle income","Share.of.the.population.using.basic.sanitation.service","publication_count",0.948249955194512,0.945999953246447,2.73480040678718e-16,0.000164464495625383,8.01128513230509e-06,20.5291027480957,25
"Lower middle income","Share.of.deaths.attributed.to.unsafe.sanitation","publication_count",0.958958872718516,0.957174475880191,1.89120316058638e-17,-6.53485877506967e-05,2.81891472424118e-06,-23.1821797192847,25
"Lower middle income","Share.of.people.practicing.open.defecation","publication_count",0.957017498232046,0.955148693807352,3.22087950796149e-17,-0.000580173442580205,2.56377455354246e-05,-22.6296591398241,25
"Lower middle income","Homelessness.rate","publication_count",NA,NA,NA,NA,NA,NA,NA
"Lower middle income","drugs.pipeline.for.neglected.tropical.diseases.by.country","publication_count",0.0314997344776194,-0.0106089727190057,0.396023551184207,-0.00309275928831005,0.00357584452240041,-0.864903177119658,25
"Lower middle income","drugs.pipeline.for.neglected.tropical.diseases.by.region","publication_count",0.106446050673909,0.0675958789640786,0.111453147383478,-0.000824504418422114,0.000498109336447566,-1.65526794639575,25
"Lower middle income","drugs.pipeline.for.neglected.tropical.diseases.by.income","publication_count",0.506769256305751,0.485324441362523,6.58292454927392e-05,1.28626536885019e-16,8.27197242401281e-17,1.55496815380606,25
"Lower middle income","publication_count","PHYSICIANS..PER.1.000.PEOPLE.",0.0783739673868793,0.0364818749953738,0.185188098487282,393.3039023436,287.546685482372,1.36779146552782,24
"Lower middle income","publication_count","NURSES.AND.MIDWIVES..PER.1.000.PEOPLE.",0.000704522285028159,-0.0447179994292888,0.902018035603397,12.0624210326284,96.8551540744055,0.124540827464503,24
"Lower middle income","publication_count","RESEARCH.AND.DEVELOPMENT.EXPENDITURE....OF.GDP.",0.34925920960191,0.319680082765634,0.00235816874644794,-738.569126279701,214.936360483631,-3.436222352597,24
"Lower middle income","publication_count","CHARGES.FOR.THE.USE.OF.INTELLECTUAL.PROPERTY..PAYMENTS..BOP..CURRENT.US..",0.823377976772964,0.815349702989917,9.58701285210137e-10,7.98930252402306e-07,7.88897047174811e-08,10.1271801594825,24
"Lower middle income","publication_count","International.migrant.stock..total",0.572289978823015,0.552848614224061,1.89215540360563e-05,-0.000596755981595995,0.000109989716529998,-5.4255615926898,24
"Lower middle income","publication_count","Population.in.year",0.553562151406511,0.534151810163315,2.01338523104276e-05,2.02906143410761e-06,3.79951870978262e-07,5.340311731808,25
"Lower middle income","publication_count","Population.ages.65.",0.920429946072356,0.916970378510284,3.9038449407369e-14,2.2975230685728e-05,1.40856021945417e-06,16.3111455004963,25
"Lower middle income","publication_count","Sex.ratio",0.505334520452719,0.483827325689794,6.81487763983404e-05,-306.011675398062,63.1306698147174,-4.84727433268454,25
"Lower middle income","publication_count","Sex.gap.in.life.expectancy",0.671774795156201,0.657504134076035,5.37755168146903e-07,674.604767776109,98.3240139318445,6.86103771397826,25
"Lower middle income","publication_count","Lifespan.Inequality.in.wome",0.408920049781289,0.38322092151091,0.00057817134466971,-6656.16889152551,1668.64644140173,-3.98896298603198,25
"Lower middle income","publication_count","Lifespan.Inequality.in.man",0.67961171429358,0.665681788828083,4.05177144237222e-07,-12906.602578882,1847.80401197412,-6.98483307496076,25
"Lower middle income","publication_count","Gini.Coefficient",0.542193142790458,0.522288496824826,2.71301575074978e-05,6051.07424112856,1159.39840806764,5.21915003420943,25
"Lower middle income","publication_count","Multidimensional.Poverty.Index",0.213551716887056,0.17935831327345,0.0200346801859476,-5345.2984644696,2138.90547666718,-2.49908119960429,25
"Lower middle income","publication_count","Number.of.people.living.in.extreme.poverty",0.845565462079184,0.838850916952192,8.32190690242666e-11,-2.74410096132536e-06,2.44531474539838e-07,-11.2218722211087,25
"Lower middle income","publication_count","GDP.per.capita",0.945759374814943,0.943401086763419,4.70120798081632e-16,151.925971517797,7.58647655528132,20.0258934975596,25
"Lower middle income","publication_count","Share.of.population.with.no.formal.education",0.932238471241538,0.929292317817257,6.11851225353407e-15,-3400.87745744063,191.185588648251,-17.7883567557891,25
"Lower middle income","publication_count","Average.years.of.schooling",0.944058298152049,0.941626050245616,6.71110436431148e-16,272.685675102718,13.8409798387006,19.701327382926,25
"Lower middle income","publication_count","Elderly.Literacy.Rate",0.406151092137627,0.380331574404481,0.000611844860419708,2819.22753861316,710.821212015904,3.96615561122293,25
"Lower middle income","publication_count","Youth.Literacy.Rate",0.921328205505065,0.917907692700937,3.42449874887275e-14,3814.29836750322,232.409078576931,16.4120024521358,25
"Lower middle income","publication_count","Human.Development.Index",0.910362219521762,0.906464924718361,1.54419489866911e-13,5105.43874791942,334.047008114015,15.2835936976178,25
"Lower middle income","publication_count","Income.inequality..Atkinson.index",0.366840714777376,0.314077441008824,0.0217026208327708,-20957.9832042609,7948.34280419298,-2.63677394402327,14
"Lower middle income","publication_count","Human.rights.index",0.655416655475608,0.64043477093107,9.51157454730784e-07,-3830.81168814383,579.182311770097,-6.61417244673115,25
"Lower middle income","publication_count","Private.civil.liberties.index",0.475709428855977,0.452914186632324,0.000136538641267717,-4969.24004947955,1087.78033343389,-4.56823854664912,25
"Lower middle income","publication_count","LGBT..legal.equality.index",0.00355472162111102,-0.0397689861344928,0.777102334965668,-7.11275591258895,24.8312119127981,-0.28644417105244,25
"Lower middle income","publication_count","Percentage.of.territory.effectively.controlled.by.government",0.031479543346786,-0.0106300417250929,0.396177446901462,-2305.69524699541,2666.7246386138,-0.86461692130086,25
"Lower middle income","publication_count","Rigorous.and.impartial.public.administration.index",0.54698348356084,0.527287113280877,2.39470651659453e-05,-658.505981038802,124.958475334093,-5.26979846127444,25
"Lower middle income","publication_count","State.capacity.index",0.306773425874681,0.276633140043145,0.00407166721431578,1188.6491435713,372.579106540169,3.19032689355367,25
"Lower middle income","publication_count","Functioning.government.index",0.287161884645272,0.25616892310811,0.00576313889041795,-399.526897898562,131.254488664845,-3.04391036042007,25
"Lower middle income","publication_count","Political.corruption.index",0.417985760677357,0.392680793750285,0.000479560199549367,5877.03671730297,1446.04080244174,4.06422606290166,25
"Lower middle income","publication_count","Corruption.Perception.Index",0.764966722741281,0.754747884599598,1.08975324876446e-08,125.755095131037,14.5346667491778,8.65207970028967,25
"Lower middle income","publication_count","higher.education.institutions.offering.disciplines.related.to.research.for.health.in.2023.by.region",0.083729978447332,0.0438921514233029,0.160628696742458,2325.01658971123,1603.73787946577,1.44974850284494,25
"Lower middle income","publication_count","higher.education.institutions.offering.disciplines.related.to.research.for.health.in.2023.by.income",NA,NA,NA,NA,NA,NA,NA
"Lower middle income","publication_count","Distribution.of.R.D.funding.flows.for.neglected.diseases.by.country",0.363712585252539,0.336047915046128,0.00141714141333839,7.97346646948986,2.19902798606947,3.62590495437104,25
"Upper middle income","CURRENT.HEALTH.EXPENDITURE....OF.GDP.","publication_count",0.0699647801099694,0.0276904519331499,0.211651189515143,-0.00100088890363563,0.00077800877432307,-1.28647508443138,24
"Upper middle income","Antiretroviral.therapy.coverage....of.people.living.with.HIV.","publication_count",0.445840033920674,0.420650944553432,0.000363830099722371,0.0147066961625568,0.00349568122630654,4.20710448420824,24
"Upper middle income","Antiretroviral.therapy.coverage.for.PMTCT....of.pregnant.women.living.with.HIV.","publication_count",0.105131919508014,0.064456097667469,0.122163926424253,-1.00836111693023e-05,6.27215759486445e-06,-1.60767822185441,24
"Upper middle income","Children..0.14..living.with.HIV","publication_count",0.00301880218654138,-0.0422985249867975,0.798730144365789,0.174126794775809,0.674652946561916,0.258098323980015,24
"Upper middle income","Children..ages.0.14..newly.infected.with.HIV","publication_count",0.616191836675968,0.59874601107033,5.56574705688262e-06,-0.70207495287557,0.118133010769505,-5.94308862783005,24
"Upper middle income","Children.with.fever.receiving.antimalarial.drugs....of.children.under.age.5.with.fever.","publication_count",0.0255647524636985,-0.0187277587879515,0.455484348383487,-6.43548462804395e-05,8.47082312200962e-05,-0.759723646138086,24
"Upper middle income","Incidence.of.HIV..all..per.1.000.uninfected.population.","publication_count",0.697891281066716,0.684159066569748,3.7858431344678e-07,-0.000161071556828066,2.25941110659484e-05,-7.12891763512736,24
"Upper middle income","Incidence.of.malaria..per.1.000.population.at.risk.","publication_count",0.816758811194326,0.808429666248613,1.44220037882254e-09,-0.00616758934486927,0.000622828884350547,-9.9025422549253,24
"Upper middle income","Incidence.of.tuberculosis..per.100.000.people.","publication_count",0.0314449741119573,-0.0125802543374991,0.40713456634579,-0.00310725129979783,0.00367664388510566,-0.845132516745916,24
"Upper middle income","Prevalence.of.moderate.or.severe.food.insecurity.in.the.population....","publication_count",0.739685164911519,0.727852672407498,7.17119522251559e-08,0.0022233126328453,0.000281199924897121,7.90651929817805,24
"Upper middle income","Prevalence.of.severe.food.insecurity.in.the.population....","publication_count",0.376976006163774,0.348656733716672,0.00141572452921951,0.0012172637364294,0.000333632903825562,3.64851224945678,24
"Upper middle income","Prevalence.of.anemia.among.pregnant.women....","publication_count",0.621034796551892,0.603809105486068,4.8235387712334e-06,-0.00298136988213383,0.000496530830461104,-6.00440032971402,24
"Upper middle income","Tuberculosis.case.detection.rate.....all.forms.","publication_count",0.0395642082148738,-0.0040919641389956,0.351449275786188,0.00209357880949867,0.00219918063258912,0.951981287246003,24
"Upper middle income","Tuberculosis.treatment.success.rate....of.new.cases.","publication_count",0.286595287066867,0.254167800115361,0.00702178744812316,0.00395788822951591,0.00133132979034126,2.97288339690902,24
"Upper middle income","NUMBER.OF.DALYS","publication_count",0.877005661391872,0.871658081452388,5.97212482618959e-12,50126.0413293756,3914.18052806927,12.8062671023763,25
"Upper middle income","NUMBER.OF.DEATHS","publication_count",0.929746228331976,0.926691716520322,9.28051360411725e-15,1863.72351375863,106.824329690632,17.4466202517352,25
"Upper middle income","DEATH.RATE","publication_count",6.10394371086585e-05,-0.0434145675438866,0.97043367437589,-0.0218176403688683,0.582271248311656,-0.0374698912785585,25
"Upper middle income","HEALTHCARE.ACCESS.AND.QUALITY","publication_count",0.85793810922688,0.851761505280223,3.16436866409493e-11,0.0131235463324172,0.00111352021695644,11.785638134427,25
"Upper middle income","OUT.OF.POCKED.EXPENDITURE.ON.HEALTH","publication_count",0.885784002271393,0.880818089326671,2.53710646662058e-12,-6.83088903798973e-05,5.11461402690895e-06,-13.3556295784025,25
"Upper middle income","Child.mortality.rate","publication_count",0.850372377025893,0.843866828200932,5.77004036421715e-11,-1.09914539200385e-05,9.61374374202887e-07,-11.4330631385426,25
"Upper middle income","Life.expectancy.at.birth","publication_count",0.740390001127076,0.729102609871731,3.47068994993266e-08,0.00289351973641025,0.000357267051763043,8.09903886219368,25
"Upper middle income","Healthy.life.expectancy","publication_count",0.870884779272304,0.865271074023274,1.04731114669582e-11,0.00294945679721362,0.000236802613912579,12.4553388515486,25
"Upper middle income","Number.of.people.requiring.treatment.against.neglected.tropical.diseases","publication_count",0.828754866493865,0.821309425906641,2.75568489362221e-10,-9092.22898150632,861.792122576064,-10.5503737424843,25
"Upper middle income","Number.of.people.with.mild.or.severe.anemia.from.neglected.tropical.diseases","publication_count",0.116728997564793,0.0783259105023932,0.094611743489601,-49.273866584819,28.2624842762274,-1.74343720471399,25
"Upper middle income","Death.rate.from.venomous.snakes","publication_count",0.818322817384254,0.810423809444439,5.47101195969359e-10,-1.30819104224472e-05,1.28527220523923e-06,-10.1783189344021,25
"Upper middle income","Deaths.from.cysticercosis","publication_count",0.8750927164283,0.869661964968661,7.13906281750736e-12,-0.0235192093914216,0.0018527876528603,-12.6939584010683,25
"Upper middle income","Deaths.from.rabies.by.world.region","publication_count",0.497454795500255,0.475605004000266,8.22879817594075e-05,0.109840303155962,0.0230201718022064,4.77148059969885,25
"Upper middle income","Dengue.fever.deaths","publication_count",0.0740613898415743,0.0338031893999037,0.188157128512228,-0.0598564300570652,0.04413082650478,-1.35634056277151,25
"Upper middle income","Number.of.people.requiring.preventive.treatment.for.lymphatic.filariasis","publication_count",0.207408627224899,0.172948132756416,0.0221545639319594,-1642.98763652719,669.702066830988,-2.45331128258534,25
"Upper middle income","Number.of.people.requiring.preventive.treatment.for.schistosomiasis","publication_count",0.10217432378967,0.0631384248240037,0.119328156892923,-67.8338427430448,41.9283359828814,-1.61785201231788,25
"Upper middle income","Reported.cases.of.leprosy","publication_count",0.00192177377946046,-0.0414729317083891,0.835175781831531,0.00479731135113719,0.0227963410868257,0.210442164067707,25
"Upper middle income","Antibiotic.consumption.rate","publication_count",0.550979152201121,0.531456506644648,2.15589087757154e-05,0.0194320742010902,0.00365780805270189,5.31249150341184,25
"Upper middle income","Share.of.the.population.using.safely.managed.drinking.water.sources","publication_count",0.345974153021164,0.317538246630779,0.00198480876440173,2.46417431628676e-05,7.06452777935034e-06,3.48809487803213,25
"Upper middle income","Share.of.the.population.with.access.to.basic.handwashing.facilities","publication_count",0.914281194694088,0.91055429011557,9.21674138008514e-14,0.000676809285278033,4.32116203126214e-05,15.6626685225304,25
"Upper middle income","Share.of.the.population.using.basic.sanitation.service","publication_count",0.86025232134405,0.85417633531553,2.61652972305201e-11,-7.35421124900125e-05,6.18061309131499e-06,-11.8988377695659,25
"Upper middle income","Share.of.deaths.attributed.to.unsafe.sanitation","publication_count",0.758035595066595,0.747515403547751,1.52848946158853e-08,-2.14316079097585e-06,2.52476975333306e-07,-8.48853955156332,25
"Upper middle income","Share.of.people.practicing.open.defecation","publication_count",0.925894863808363,0.922672901365249,1.71771612960189e-14,-3.62495677348289e-05,2.13836694033779e-06,-16.9519866076412,25
"Upper middle income","Homelessness.rate","publication_count",NA,NA,NA,NA,NA,NA,NA
"Upper middle income","drugs.pipeline.for.neglected.tropical.diseases.by.country","publication_count",0.254865422838429,0.222468267309665,0.0100584519761852,-0.00189634217660922,0.000676105836461802,-2.80480077872595,25
"Upper middle income","drugs.pipeline.for.neglected.tropical.diseases.by.region","publication_count",0.819857572367411,0.812025292905125,4.95825313925631e-10,-0.0052641933737073,0.000514525277525059,-10.2311657048782,25
"Upper middle income","drugs.pipeline.for.neglected.tropical.diseases.by.income","publication_count",0.538279545852424,0.518204743498182,3.00148263714873e-05,-3.1186957475403e-18,2.18240319917394e-18,-1.42901905052227,25
"Upper middle income","publication_count","PHYSICIANS..PER.1.000.PEOPLE.",0.196486790854912,0.159963463166499,0.0300463902590192,409.376637638934,176.498713756553,2.31943128040918,24
"Upper middle income","publication_count","NURSES.AND.MIDWIVES..PER.1.000.PEOPLE.",0.110514658105747,0.0700835062014628,0.112470186089883,93.5043313574284,56.5561508410531,1.65330083407224,24
"Upper middle income","publication_count","RESEARCH.AND.DEVELOPMENT.EXPENDITURE....OF.GDP.",0.00179626463731203,-0.0435766324246283,0.844113839252215,66.4581710880772,334.011546536298,0.198969681668939,24
"Upper middle income","publication_count","CHARGES.FOR.THE.USE.OF.INTELLECTUAL.PROPERTY..PAYMENTS..BOP..CURRENT.US..",0.702013892976952,0.68846906993045,3.24627357447268e-07,3.36324867690881e-07,4.67167685324993e-08,7.19923227260273,24
"Upper middle income","publication_count","International.migrant.stock..total",0.724874921040722,0.712369235633482,1.33002290960507e-07,0.00262323198172899,0.000344555281177405,7.61338491972885,24
"Upper middle income","publication_count","Population.in.year",0.883764498574885,0.878710781121619,3.10689722104436e-12,4.92964837741564e-06,3.72780465102605e-07,13.2239986772343,25
"Upper middle income","publication_count","Population.ages.65.",0.923618217912455,0.92029727086517,2.43538371053955e-14,2.76117529677974e-05,1.65568879385616e-06,16.6768978990844,25
"Upper middle income","publication_count","Sex.ratio",0.0907589172407529,0.0512266962512203,0.143346023828226,290.45664824476,191.695657842429,1.51519680473676,25
"Upper middle income","publication_count","Sex.gap.in.life.expectancy",0.848897605571833,0.842327936248869,6.46407560500791e-11,-2070.32298313911,182.130300543269,-11.3672627616801,25
"Upper middle income","publication_count","Lifespan.Inequality.in.wome",0.322269039942763,0.292802476462013,0.00307731119052215,-30681.4634360249,9277.51195660006,-3.30707883531188,25
"Upper middle income","publication_count","Lifespan.Inequality.in.man",0.824394420085937,0.816759394872282,3.68849398897181e-10,-31338.2629472131,3015.87013213544,-10.3911181762404,25
"Upper middle income","publication_count","Gini.Coefficient",0.137241037619989,0.0997297783860759,0.0683098175995744,-24354.7329065717,12732.7495406811,-1.91276305473209,25
"Upper middle income","publication_count","Multidimensional.Poverty.Index",0.201208322611437,0.1664782496815,0.0245113025879984,-36602.808931567,15207.026129937,-2.40696692560485,25
"Upper middle income","publication_count","Number.of.people.living.in.extreme.poverty",0.782610615562043,0.773158903195175,4.39659373390565e-09,-1.60528422209754e-05,1.76414516309347e-06,-9.09950187592635,25
"Upper middle income","publication_count","GDP.per.capita",0.894741983891974,0.890165548409016,9.87235029635421e-13,207.662467419677,14.85158393251,13.9825131355253,25
"Upper middle income","publication_count","Share.of.population.with.no.formal.education",0.84836685433176,0.841774108867923,6.73196750474063e-11,-16174.7552835366,1425.8670294377,-11.3438034189733,25
"Upper middle income","publication_count","Average.years.of.schooling",0.831521755106752,0.824196614024437,2.28148367710072e-10,724.517509088061,68.0017476216004,10.6543954299481,25
"Upper middle income","publication_count","Elderly.Literacy.Rate",0.53541421220363,0.515214830125527,3.2302999324593e-05,4322.40830892723,839.556414030052,5.14844295951327,25
"Upper middle income","publication_count","Youth.Literacy.Rate",0.23301579753488,0.199668658297266,0.0145232310685873,-11379.3916206488,4304.82650087539,-2.64340307753049,25
"Upper middle income","publication_count","Human.Development.Index",0.89392526006556,0.889313314851019,1.07945524325592e-12,13712.1672078433,984.912309946567,13.9222213687096,25
"Upper middle income","publication_count","Income.inequality..Atkinson.index",0.548384565024543,0.510749945443255,0.0024517723114103,-43441.485842502,11380.3554037636,-3.8172345503494,14
"Upper middle income","publication_count","Human.rights.index",0.928663929890522,0.925562361624893,1.10702675160337e-14,-7010.43409266385,405.14109186108,-17.3036856381571,25
"Upper middle income","publication_count","Private.civil.liberties.index",0.942197656530999,0.939684511162781,9.7858560502612e-16,-6443.10391441513,332.761390949478,-19.3625345056734,25
"Upper middle income","publication_count","LGBT..legal.equality.index",0.897045772665787,0.892569501912125,7.64512407687528e-13,-95.8113392830585,6.76811583168686,-14.1562794824655,25
"Upper middle income","publication_count","Percentage.of.territory.effectively.controlled.by.government",0.337985022607573,0.309201762720946,0.00230425291931668,38448.6757610964,11220.2529631551,3.42672093823139,25
"Upper middle income","publication_count","Rigorous.and.impartial.public.administration.index",0.719339663845228,0.707137040534151,8.61828073166899e-08,-2130.64634717823,277.505099694205,-7.6778637564718,25
"Upper middle income","publication_count","State.capacity.index",0.315498179050012,0.285737230313056,0.00347996444642499,-4975.23015149221,1528.05199836702,-3.25592987464372,25
"Upper middle income","publication_count","Functioning.government.index",0.860011663431171,0.853925214015135,2.66915822235379e-11,-714.403535386724,60.0998562175075,-11.8869425045082,25
"Upper middle income","publication_count","Political.corruption.index",0.0481061430413194,0.00671945360833337,0.292154990859993,-12614.7365879013,11700.6034626941,-1.07812700670711,25
"Upper middle income","publication_count","Corruption.Perception.Index",0.787485811598099,0.778246064276277,3.37768550619112e-09,-296.50809865031,32.117759257556,-9.23190488703082,25
"Upper middle income","publication_count","higher.education.institutions.offering.disciplines.related.to.research.for.health.in.2023.by.region",0.881291835051109,0.876130610488114,3.96289084884744e-12,-2058.41487081124,157.524973494816,-13.0672288027966,25
"Upper middle income","publication_count","higher.education.institutions.offering.disciplines.related.to.research.for.health.in.2023.by.income",NA,NA,NA,NA,NA,NA,NA
"Upper middle income","publication_count","Distribution.of.R.D.funding.flows.for.neglected.diseases.by.country",0.648512939303667,0.633230893186435,1.20051374878081e-06,-47.0370708356058,7.22057359740741,-6.51431222202274,25
